id	metapop	alpha	alpha_imputed	pvalue	pvalue_imputed
ENSG00000107130	AFR	0.57143		0.5977	
ENSG00000107140	AFR	-5.66667		0.15712	
ENSG00000107147	AFR	0.6682		0.00999	
ENSG00000107159	AFR	-7.33333	-0.66667	0.06009	1.0
ENSG00000107164	AFR	-0.75		1.0	
ENSG00000107165	AFR	-0.27273	0.0	1.0	1.0
ENSG00000107186	AFR	-2.24	0.25	0.01748	0.59542
ENSG00000107187	AFR	0.0		1.0	
ENSG00000107223	AFR	0.66667		1.0	
ENSG00000107242	AFR	-2.18182		0.24871	
ENSG00000107249	AFR	-3.2		0.00196	
ENSG00000107262	AFR	-2.0		0.35635	
ENSG00000107263	AFR	-0.66957		0.55114	
ENSG00000107281	AFR	0.5873	0.71429	0.42898	0.23112
ENSG00000107290	AFR	-1.07161		0.05132	
ENSG00000107331	AFR	-0.27863		0.68505	
ENSG00000107338	AFR	-0.09091		1.0	
ENSG00000107371	AFR	-1.25	0.0	0.38974	1.0
ENSG00000119121	AFR	-2.27097	-1.08	0.0624	0.27737
ENSG00000119125	AFR	-7.33333		0.06233	
ENSG00000119139	AFR	-4.6	-0.94444	0.00283	0.37386
ENSG00000119321	AFR	0.31429	0.5	0.7313	0.48443
ENSG00000119326	AFR	-4.72	-1.2	0.0374	0.42496
ENSG00000119328	AFR	0.25		1.0	
ENSG00000119333	AFR	0.2	0.8	1.0	0.11439
ENSG00000119383	AFR	-0.18462		1.0	
ENSG00000119392	AFR	-13.0		0.02719	
ENSG00000119397	AFR	-1.21078	-0.375	0.12818	0.60835
ENSG00000119401	AFR	-5.66667		0.26573	
ENSG00000119403	AFR	0.82337		0.00564	
ENSG00000119408	AFR	-1.0	-0.16667	0.64241	1.0
ENSG00000119411	AFR	-0.71429		1.0	
ENSG00000119431	AFR	-15.0		0.04977	
ENSG00000119457	AFR	-6.5	-0.0	0.08065	1.0
ENSG00000119508	AFR	0.11111		1.0	
ENSG00000119509	AFR	-0.55844	0.14286	0.52052	1.0
ENSG00000119514	AFR	-1.4		0.61613	
ENSG00000119522	AFR	0.14286		1.0	
ENSG00000119523	AFR	-11.83333		0.03021	
ENSG00000120156	AFR	-8.03571	-1.75	0.0083	0.42672
ENSG00000120158	AFR	-0.58333	0.25	0.51589	0.73454
ENSG00000120159	AFR	-3.0	0.25	0.29945	1.0
ENSG00000120160	AFR	-0.8		1.0	
ENSG00000120210	AFR	0.67857		0.60647	
ENSG00000120211	AFR	-0.6	0.55556	1.0	0.59207
ENSG00000120217	AFR	-1.0		1.0	
ENSG00000120235	AFR	-1.5		0.59207	
ENSG00000120242	AFR	-1.5		0.59207	
ENSG00000122140	AFR	-0.33333		1.0	
ENSG00000122705	AFR	0.5	0.83333	1.0	0.26213
ENSG00000122707	AFR	-0.8		1.0	
ENSG00000122728	AFR	-1.07934		0.05275	
ENSG00000122729	AFR	-7.86667	-0.16667	0.04712	1.0
ENSG00000122733	AFR	-5.22222		0.08611	
ENSG00000122735	AFR	0.3		0.76168	
ENSG00000122741	AFR	-2.0		0.55944	
ENSG00000122756	AFR	0.44444		1.0	
ENSG00000123453	AFR	-1.13462	0.4375	0.12057	0.28956
ENSG00000123454	AFR	-2.04615	-1.7	0.11605	0.2022
ENSG00000125482	AFR	-2.49091		0.03609	
ENSG00000125484	AFR	0.58333		0.43844	
ENSG00000125485	AFR	-0.27647		0.77234	
ENSG00000126878	AFR	0.2	0.6	1.0	0.60839
ENSG00000126882	AFR	-1.2	0.0	0.43972	1.0
ENSG00000126883	AFR	-2.1401	-0.44444	0.00402	0.40597
ENSG00000127080	AFR	-4.4		0.27451	
ENSG00000127081	AFR	-3.8		0.18266	
ENSG00000127084	AFR	-1.22222		0.3296	
ENSG00000127191	AFR	-0.2		1.0	
ENSG00000130045	AFR	0.16667		1.0	
ENSG00000130222	AFR	-1.0		1.0	
ENSG00000130558	AFR	0.27941		0.75489	
ENSG00000130559	AFR	0.15323		0.78915	
ENSG00000130560	AFR	0.10714		1.0	
ENSG00000130635	AFR	-0.63564		0.20343	
ENSG00000130653	AFR	-0.14286	0.05714	0.71977	0.8555
ENSG00000130707	AFR	-0.63636		1.0	
ENSG00000130714	AFR	0.54286		0.46731	
ENSG00000130720	AFR	-3.05	-1.25	0.09061	0.30954
ENSG00000130723	AFR	-1.01515	-0.9	0.10369	0.15242
ENSG00000130948	AFR	0.7619		0.56923	
ENSG00000130950	AFR	0.75		1.0	
ENSG00000130956	AFR	0.2		1.0	
ENSG00000130957	AFR	-7.0	-3.0	0.08751	0.33835
ENSG00000130958	AFR	0.5		1.0	
ENSG00000135018	AFR	-0.55556		1.0	
ENSG00000135048	AFR	-6.5	-3.5	0.00841	0.1061
ENSG00000135049	AFR	0.55556		1.0	
ENSG00000135052	AFR	-1.03704		0.67762	
ENSG00000135063	AFR	-0.8	0.0	0.66192	1.0
ENSG00000136811	AFR	-2.04762		0.12707	
ENSG00000136813	AFR	-1.40667	0.525	0.12864	0.31477
ENSG00000136824	AFR	-1.88889	0.11111	0.27673	1.0
ENSG00000136827	AFR	0.0		1.0	
ENSG00000136828	AFR	-0.16071	0.28571	1.0	0.71768
ENSG00000136830	AFR	-0.75		0.388	
ENSG00000136834	AFR	-1.72727	-1.18182	0.19077	0.47586
ENSG00000136839	AFR	-0.67742		0.42117	
ENSG00000136840	AFR	0.67857		0.23967	
ENSG00000136842	AFR	0.8		0.5	
ENSG00000136848	AFR	-0.4		0.63433	
ENSG00000136856	AFR	-0.875		0.6457	
ENSG00000136859	AFR	-2.88889	-0.66667	0.34156	1.0
ENSG00000136861	AFR	0.10417	0.54167	1.0	0.11275
ENSG00000136866	AFR	0.5		1.0	
ENSG00000136869	AFR	-0.375	0.5	1.0	0.64617
ENSG00000136872	AFR	-3.0		0.52527	
ENSG00000136874	AFR	-5.0		0.52381	
ENSG00000136877	AFR	0.675		0.05066	
ENSG00000136878	AFR	-2.04	0.42857	0.13309	0.64736
ENSG00000136881	AFR	-1.88889		0.56478	
ENSG00000136883	AFR	-0.33333	0.33333	1.0	1.0
ENSG00000136891	AFR	-5.66667		0.1448	
ENSG00000136895	AFR	-2.33333		0.16209	
ENSG00000136897	AFR	-5.0		0.26573	
ENSG00000136918	AFR	-2.75		0.30222	
ENSG00000136925	AFR	-0.83333	-0.33333	0.66522	1.0
ENSG00000136928	AFR	-2.63636	-0.6	0.36443	1.0
ENSG00000136929	AFR	0.67857		0.34996	
ENSG00000136931	AFR	-0.41176		1.0	
ENSG00000136932	AFR	0.5	0.5	0.68017	0.68017
ENSG00000136933	AFR	-3.0	-0.77778	0.17228	0.65944
ENSG00000136935	AFR	-1.42308	-0.75	0.29827	0.49505
ENSG00000136936	AFR	-2.5		0.53007	
ENSG00000136937	AFR	-2.2		0.61057	
ENSG00000136939	AFR	-2.26667	-1.1	0.25873	0.44948
ENSG00000136940	AFR	0.54545	0.91667	0.64566	0.03793
ENSG00000136944	AFR	0.92308		0.00749	
ENSG00000137033	AFR	-0.8	0.0	1.0	1.0
ENSG00000137040	AFR	-0.63636		1.0	
ENSG00000137054	AFR	-1.42857		0.59091	
ENSG00000137055	AFR	-5.0		0.28205	
ENSG00000137070	AFR	0.55556		1.0	
ENSG00000137073	AFR	0.18571		0.7883	
ENSG00000137074	AFR	-3.5		0.42308	
ENSG00000137075	AFR	0.0		1.0	
ENSG00000137076	AFR	-1.26108		0.14244	
ENSG00000137090	AFR	-2.33333		0.34694	
ENSG00000137094	AFR	-6.0		0.23636	
ENSG00000137098	AFR	-0.63333	-0.4	0.51189	0.73322
ENSG00000137100	AFR	0.22222		1.0	
ENSG00000137103	AFR	0.44	0.80952	0.65633	0.11021
ENSG00000137106	AFR	0.1	0.625	1.0	0.2723
ENSG00000137124	AFR	-1.8125	-1.25	0.35307	0.62319
ENSG00000137135	AFR	-4.6	-1.33333	0.03603	0.42496
ENSG00000137145	AFR	-3.66304		0.0188	
ENSG00000138835	AFR	-2.21693	-0.95918	0.02881	0.30607
ENSG00000147852	AFR	-0.875	-0.25	0.46482	1.0
ENSG00000147853	AFR	0.41667		1.0	
ENSG00000147854	AFR	-7.35714		0.02333	
ENSG00000147862	AFR	-0.25		1.0	
ENSG00000147869	AFR	0.2		1.0	
ENSG00000147872	AFR	-0.75		0.70508	
ENSG00000147873	AFR	-1.33333		1.0	
ENSG00000147874	AFR	0.01176	0.86667	1.0	0.00514
ENSG00000147889	AFR	-3.0		0.52048	
ENSG00000147894	AFR	-0.42857		1.0	
ENSG00000147896	AFR	-1.5		0.63719	
ENSG00000147905	AFR	-0.11111	0.66667	1.0	0.58042
ENSG00000148019	AFR	-0.81481		0.49324	
ENSG00000148053	AFR	-3.125		0.2087	
ENSG00000148082	AFR	-0.28571		1.0	
ENSG00000148090	AFR	0.8125		0.29293	
ENSG00000148110	AFR	-2.6		0.56923	
ENSG00000148120	AFR	-0.6	0.0	0.73372	1.0
ENSG00000148136	AFR	-0.66667		1.0	
ENSG00000148143	AFR	-1.41379		0.13097	
ENSG00000148154	AFR	0.83333		0.49091	
ENSG00000148156	AFR	0.34232	0.63006	0.45519	0.08428
ENSG00000148158	AFR	-5.0		0.17358	
ENSG00000148180	AFR	-2.33333		0.14736	
ENSG00000148187	AFR	-2.55556		0.3322	
ENSG00000148204	AFR	-0.29412	-0.06667	0.65465	1.0
ENSG00000148215	AFR	0.08333		1.0	
ENSG00000148218	AFR	0.16667		1.0	
ENSG00000148219	AFR	-2.6	-1.66667	0.07829	0.22187
ENSG00000148225	AFR	-5.0		0.49091	
ENSG00000148288	AFR	-0.03571		1.0	
ENSG00000148290	AFR	0.0		1.0	
ENSG00000148296	AFR	-2.42857		0.31502	
ENSG00000148297	AFR	-0.2		1.0	
ENSG00000148300	AFR	-8.33333	-3.0	0.12055	0.33824
ENSG00000148303	AFR	-0.71429		1.0	
ENSG00000148308	AFR	-0.37143		0.6173	
ENSG00000148331	AFR	-1.66667	-0.16667	0.41387	1.0
ENSG00000148335	AFR	-7.5		0.14328	
ENSG00000148337	AFR	-1.125	0.25	0.46457	1.0
ENSG00000148339	AFR	0.28		1.0	
ENSG00000148343	AFR	-2.55556	-0.66667	0.10476	0.7094
ENSG00000148344	AFR	0.8		0.54545	
ENSG00000148346	AFR	-3.5		0.51648	
ENSG00000148356	AFR	-1.66667	-1.66667	0.18866	0.18866
ENSG00000148357	AFR	-2.6974	0.44286	0.00017	0.25806
ENSG00000148358	AFR	-1.0		1.0	
ENSG00000148384	AFR	0.0		1.0	
ENSG00000148386	AFR	0.4		1.0	
ENSG00000148396	AFR	0.08567	0.27119	0.78802	0.2723
ENSG00000148399	AFR	-4.33333		0.1107	
ENSG00000148400	AFR	-2.67347		0.003	
ENSG00000148408	AFR	-0.65682		0.29385	
ENSG00000148411	AFR	0.7	0.9	0.54592	0.15385
ENSG00000153707	AFR	-4.0		0.01072	
ENSG00000153714	AFR	-3.0		0.52273	
ENSG00000154330	AFR	-0.575		0.70843	
ENSG00000155158	AFR	-0.33333	0.5	0.74382	0.46176
ENSG00000155621	AFR	0.0		1.0	
ENSG00000155833	AFR	-2.25		0.35749	
ENSG00000155875	AFR	-1.21429	-0.5	0.58611	0.64446
ENSG00000155886	AFR	-0.83333		0.66284	
ENSG00000156017	AFR	-1.0		1.0	
ENSG00000156049	AFR	-5.6		0.18424	
ENSG00000157303	AFR	-39.0		0.01099	
ENSG00000157653	AFR	-0.18519		1.0	
ENSG00000157654	AFR	-4.52381	-4.33333	0.16533	0.17035
ENSG00000157657	AFR	-3.5		0.25878	
ENSG00000157693	AFR	-13.0		0.04977	
ENSG00000158122	AFR	-3.0		1.0	
ENSG00000158169	AFR	-1.6	0.0	0.41193	1.0
ENSG00000159069	AFR	-0.35714		0.61372	
ENSG00000159884	AFR	-5.0	-0.5	0.35	1.0
ENSG00000159899	AFR	0.25		1.0	
ENSG00000159921	AFR	-0.55556	0.0	0.66932	1.0
ENSG00000160271	AFR	-1.125	0.05556	0.20634	1.0
ENSG00000160323	AFR	-0.41429	-0.375	0.36338	0.46264
ENSG00000160325	AFR	0.5		1.0	
ENSG00000160326	AFR	-5.42857		0.17971	
ENSG00000160339	AFR	-1.16	-0.2	0.25326	1.0
ENSG00000160349	AFR	0.0		1.0	
ENSG00000160360	AFR	-1.02381		0.27476	
ENSG00000160401	AFR	0.46154	0.5	0.5168	0.34573
ENSG00000160404	AFR	0.45		1.0	
ENSG00000160408	AFR	-0.38889		1.0	
ENSG00000160445	AFR	-1.33333		0.63109	
ENSG00000160446	AFR	-2.0		0.34022	
ENSG00000160447	AFR	-1.5	-1.5	0.30871	0.30871
ENSG00000160539	AFR	0.89844		0.00426	
ENSG00000160563	AFR	-0.23529		1.0	
ENSG00000164946	AFR	-0.90244	0.1875	0.08009	0.70422
ENSG00000164976	AFR	-1.15385		0.32207	
ENSG00000164985	AFR	-3.5	-1.0	0.51786	1.0
ENSG00000164989	AFR	-0.17857		0.7827	
ENSG00000165006	AFR	0.6		0.62268	
ENSG00000165025	AFR	0.89231		0.00359	
ENSG00000165028	AFR	-1.0		1.0	
ENSG00000165029	AFR	-0.29524	0.43333	0.65196	0.30537
ENSG00000165059	AFR	-3.16667		0.31469	
ENSG00000165060	AFR	-0.6		1.0	
ENSG00000165091	AFR	-1.4	-0.8	0.30527	0.48959
ENSG00000165105	AFR	-1.19231		0.46818	
ENSG00000165115	AFR	0.29167	0.85	0.74185	0.01708
ENSG00000165118	AFR	-0.75		0.64367	
ENSG00000165124	AFR	-0.68519	-0.01852	0.15154	1.0
ENSG00000165138	AFR	-1.90909		0.25529	
ENSG00000165140	AFR	-1.4		0.60784	
ENSG00000165181	AFR	0.13889		1.0	
ENSG00000165185	AFR	-3.61538		0.35886	
ENSG00000165188	AFR	-3.5		0.51648	
ENSG00000165204	AFR	0.48485	0.86364	0.48437	0.0213
ENSG00000165219	AFR	-5.375	-5.0	0.1048	0.11252
ENSG00000165233	AFR	0.33333		1.0	
ENSG00000165238	AFR	0.0911	0.50424	0.78024	0.02546
ENSG00000165264	AFR	-0.5		1.0	
ENSG00000165269	AFR	0.70175	0.92982	0.24513	0.00592
ENSG00000165282	AFR	-1.4		0.21571	
ENSG00000165304	AFR	-2.26667	-0.55556	0.25873	1.0
ENSG00000165643	AFR	-0.27273	0.33333	1.0	0.71062
ENSG00000165661	AFR	-3.0		0.08914	
ENSG00000165684	AFR	-0.94444	0.61111	0.11156	0.09113
ENSG00000165688	AFR	0.40476		0.4199	
ENSG00000165689	AFR	-10.375	-1.16667	0.00308	1.0
ENSG00000165695	AFR	-4.78571	-3.5	0.10902	0.20772
ENSG00000165698	AFR	0.29825	0.73684	0.697	0.13188
ENSG00000165699	AFR	-0.75	-0.16667	0.70852	1.0
ENSG00000165702	AFR	-3.58333		0.1793	
ENSG00000165716	AFR	-4.14286		0.31078	
ENSG00000165724	AFR	-0.1		1.0	
ENSG00000165802	AFR	-1.1		0.66076	
ENSG00000167081	AFR	0.57143		0.40727	
ENSG00000167094	AFR	-1.475	-0.5	0.14669	0.56307
ENSG00000167103	AFR	-17.0		0.04056	
ENSG00000167106	AFR	-0.21429		0.77242	
ENSG00000167110	AFR	-1.0	-0.8	0.48047	0.48881
ENSG00000167112	AFR	-2.46667		0.20491	
ENSG00000167113	AFR	-0.6875	-0.5	0.65135	1.0
ENSG00000167114	AFR	-5.41667		0.09684	
ENSG00000167118	AFR	-1.0		1.0	
ENSG00000167123	AFR	-0.75	0.5	0.68861	0.66449
ENSG00000168263	AFR	0.3913	0.61111	0.29075	0.0436
ENSG00000168795	AFR	-1.57143		0.63512	
ENSG00000168828	AFR	0.33333	0.66667	1.0	0.60839
ENSG00000169071	AFR	-4.42029		0.01263	
ENSG00000169692	AFR	-3.5		0.28723	
ENSG00000169925	AFR	-1.0		0.70271	
ENSG00000170681	AFR	-0.5		1.0	
ENSG00000170777	AFR	-2.5		0.53007	
ENSG00000170835	AFR	-0.33333	0.33333	0.77364	0.75132
ENSG00000171097	AFR	-2.41026		0.15204	
ENSG00000171102	AFR	0.60714	0.85714	0.62139	0.28205
ENSG00000171133	AFR	0.69048	0.91667	0.63336	0.04977
ENSG00000171169	AFR	-0.78571		0.65617	
ENSG00000171459	AFR	-1.6		0.58	
ENSG00000171481	AFR	-1.8125		0.34005	
ENSG00000171496	AFR	-2.04938	0.2963	0.10126	0.69228
ENSG00000171501	AFR	-0.25	0.0	1.0	1.0
ENSG00000171505	AFR	-0.42857		1.0	
ENSG00000171843	AFR	-0.77778		0.66002	
ENSG00000171855	AFR	0.2	0.8	1.0	0.5
ENSG00000172159	AFR	0.58333		0.62436	
ENSG00000172724	AFR	-1.0		1.0	
ENSG00000172785	AFR	-1.4		1.0	
ENSG00000172889	AFR	-7.25		0.03931	
ENSG00000173068	AFR	-2.625		0.22298	
ENSG00000173253	AFR	-1.25		0.17609	
ENSG00000173258	AFR	-5.0		0.25075	
ENSG00000173611	AFR	-3.0		0.33835	
ENSG00000173679	AFR	-3.0		0.31469	
ENSG00000174038	AFR	-0.7971		0.37812	
ENSG00000174482	AFR	-13.0		0.02719	
ENSG00000175287	AFR	-1.0	0.33333	0.60003	1.0
ENSG00000175764	AFR	-0.6		0.42771	
ENSG00000175787	AFR	-0.42857		0.73238	
ENSG00000175854	AFR	-8.625		0.03274	
ENSG00000176058	AFR	-5.0		0.09232	
ENSG00000176248	AFR	0.75877		0.00872	
ENSG00000176386	AFR	-0.25		1.0	
ENSG00000176399	AFR	0.43704		0.51473	
ENSG00000176884	AFR	-0.2		1.0	
ENSG00000176919	AFR	0.47619	0.5	1.0	1.0
ENSG00000177047	AFR	-2.0		0.54747	
ENSG00000177239	AFR	-0.3		0.63375	
ENSG00000177943	AFR	-0.41667		0.41855	
ENSG00000177984	AFR	0.55556		1.0	
ENSG00000178031	AFR	-0.84737	0.56667	0.24204	0.10689
ENSG00000178445	AFR	-0.61905	0.0	0.52605	1.0
ENSG00000178966	AFR	-2.42857		0.35	
ENSG00000179055	AFR	-1.1	0.625	0.63529	0.59207
ENSG00000179058	AFR	-0.5		1.0	
ENSG00000180071	AFR	-1.625		0.65324	
ENSG00000180549	AFR	-0.5		1.0	
ENSG00000181090	AFR	-1.2	0.60714	0.3618	0.21529
ENSG00000181634	AFR	-0.75		1.0	
ENSG00000182150	AFR	-1.76923	-0.69231	0.06328	0.41321
ENSG00000182752	AFR	-0.4876	-0.36364	0.46896	0.62332
ENSG00000183354	AFR	0.1887	0.90625	0.69408	1e-05
ENSG00000183784	AFR	-0.96875	-0.5	0.36232	0.55008
ENSG00000184434	AFR	-1.0		0.6267	
ENSG00000184925	AFR	-0.28571		1.0	
ENSG00000184995	AFR	-0.55556		1.0	
ENSG00000185585	AFR	-3.9	-1.8	0.02786	0.17894
ENSG00000185681	AFR	-0.8		0.66992	
ENSG00000185775	AFR	-0.6		0.70147	
ENSG00000185863	AFR	-0.86667		0.64992	
ENSG00000185920	AFR	-0.81231		0.26777	
ENSG00000185963	AFR	-5.54545		0.10375	
ENSG00000185972	AFR	-1.0	-1.0	0.6567	0.6567
ENSG00000186193	AFR	-1.0		1.0	
ENSG00000186350	AFR	-2.18182		0.62139	
ENSG00000186638	AFR	-2.57143		0.04087	
ENSG00000186803	AFR	-0.75		1.0	
ENSG00000186881	AFR	-2.55556	-2.33333	0.15519	0.15957
ENSG00000186943	AFR	-0.16667		1.0	
ENSG00000187003	AFR	-5.85714		0.14208	
ENSG00000187024	AFR	-0.76471		1.0	
ENSG00000187210	AFR	-1.57143	-1.25	0.27606	0.44007
ENSG00000187239	AFR	0.46667		0.51603	
ENSG00000187609	AFR	-0.15217	-0.0559	0.8457	1.0
ENSG00000187616	AFR	-0.6		1.0	
ENSG00000187742	AFR	0.08163		1.0	
ENSG00000187764	AFR	-0.19048		1.0	
ENSG00000187796	AFR	-1.33333	0.41667	0.18769	0.52517
ENSG00000188133	AFR	-1.66667		1.0	
ENSG00000188163	AFR	-0.4	0.125	0.7449	1.0
ENSG00000188352	AFR	-0.07196		1.0	
ENSG00000188483	AFR	0.5814		0.41501	
ENSG00000188566	AFR	0.59821	0.78571	0.29187	0.06796
ENSG00000188710	AFR	-1.4	0.25	0.60784	1.0
ENSG00000188747	AFR	-4.4		0.19039	
ENSG00000188833	AFR	0.61905	0.71429	0.43388	0.24092
ENSG00000188921	AFR	-3.0		0.52381	
ENSG00000188938	AFR	-1.66667	0.0	0.57647	1.0
ENSG00000188959	AFR	0.78571		0.31373	
ENSG00000196092	AFR	-14.0		0.06319	
ENSG00000196116	AFR	-2.46154	0.0	0.16538	1.0
ENSG00000196152	AFR	0.25	0.5	1.0	0.66049
ENSG00000196196	AFR	0.0		1.0	
ENSG00000196305	AFR	-0.54286	0.14286	0.73188	1.0
ENSG00000196358	AFR	-1.5	0.33333	0.41971	0.62848
ENSG00000196422	AFR	0.05724	0.35185	1.0	0.57436
ENSG00000196642	AFR	-0.48284	0.76316	0.40021	0.0089
ENSG00000196730	AFR	-18.33333	-13.5	0.00018	0.0015
ENSG00000196739	AFR	-0.07574	0.23118	0.86932	0.49758
ENSG00000196781	AFR	-0.02941		1.0	
ENSG00000196814	AFR	0.77778		0.42308	
ENSG00000197070	AFR	-0.36364	0.27273	0.75271	0.7397
ENSG00000197191	AFR	-0.33333		1.0	
ENSG00000197233	AFR	-1.57143	0.5	0.51282	1.0
ENSG00000197355	AFR	-0.90909		1.0	
ENSG00000197506	AFR	0.30769	0.5	0.71709	0.46049
ENSG00000197579	AFR	-1.21667		0.31406	
ENSG00000197694	AFR	-0.16279		1.0	
ENSG00000197724	AFR	-0.13333	0.43333	1.0	0.39112
ENSG00000197768	AFR	0.27778		0.73794	
ENSG00000197816	AFR	0.2037	0.62963	0.67338	0.04528
ENSG00000197859	AFR	0.73333		0.12713	
ENSG00000197919	AFR	0.0		1.0	
ENSG00000197969	AFR	-0.05754	0.63889	1.0	0.0697
ENSG00000198000	AFR	0.25333	0.6	0.75366	0.21093
ENSG00000198113	AFR	0.57143		0.58042	
ENSG00000198569	AFR	-2.30435		0.37684	
ENSG00000198680	AFR	-0.2		1.0	
ENSG00000198722	AFR	-12.63636		0.0059	
ENSG00000198785	AFR	-1.0	-0.6	0.16863	0.47087
ENSG00000198853	AFR	0.32708		0.49523	
ENSG00000198887	AFR	-3.16667	-2.75	0.10264	0.12104
ENSG00000198917	AFR	-1.625	-0.16667	0.27337	1.0
ENSG00000204007	AFR	-0.25926	0.55556	1.0	0.42831
ENSG00000204193	AFR	-4.25		0.1698	
ENSG00000204246	AFR	0.4	0.4	0.68873	0.68873
ENSG00000204291	AFR	-0.00833		1.0	
ENSG00000204711	AFR	0.75	0.875	0.20992	0.06978
ENSG00000204930	AFR	-3.0	-0.33333	0.53504	1.0
ENSG00000205108	AFR	-0.62238		0.40237	
ENSG00000205143	AFR	0.28571		1.0	
ENSG00000205442	AFR	-0.16667		1.0	
ENSG00000205549	AFR	-6.0		0.24476	
ENSG00000205808	AFR	0.1		1.0	
ENSG00000213213	AFR	-1.76923		0.27572	
ENSG00000213694	AFR	-0.83333		0.66682	
ENSG00000214042	AFR	0.0		1.0	
ENSG00000214402	AFR	-9.0		0.29487	
ENSG00000215183	AFR	-7.0		0.46429	
ENSG00000215187	AFR	0.25		1.0	
ENSG00000215428	AFR	-0.6		0.68709	
ENSG00000221829	AFR	-4.35714		0.09204	
ENSG00000228083	AFR	-4.77778		0.13735	
ENSG00000228278	AFR	-2.5		0.20963	
ENSG00000229314	AFR	0.2		1.0	
ENSG00000230453	AFR	-0.13636	0.54545	1.0	0.58768
ENSG00000232434	AFR	0.63235		0.12793	
ENSG00000234829	AFR	-0.16667		1.0	
ENSG00000236637	AFR	0.33333		1.0	
ENSG00000238227	AFR	0.41667		1.0	
ENSG00000239590	AFR	-3.02907		0.02489	
ENSG00000241697	AFR	0.0		1.0	
ENSG00000241978	AFR	-3.76471	-3.0	0.01413	0.02871
ENSG00000255872	AFR	-0.42105	0.30769	1.0	1.0
ENSG00000264545	AFR	-3.6875		0.13405	
ENSG00000268211	AFR	0.8		0.5	
ENSG00000274349	AFR	0.75		0.34188	
ENSG00000276119	AFR	0.37037	0.66667	1.0	0.59398
ENSG00000277556	AFR	-0.35714		0.71437	
ENSG00000278889	AFR	0.42222	0.48148	0.67651	0.66184
ENSG00000012779	AFR	-0.33333	0.5	0.7525	0.46218
ENSG00000015171	AFR	-1.25		1.0	
ENSG00000019995	AFR	-1.5		1.0	
ENSG00000023041	AFR	-1.4		1.0	
ENSG00000023839	AFR	-0.09344	0.3166	0.88454	0.25271
ENSG00000026103	AFR	0.66667	0.83333	0.37285	0.15343
ENSG00000042286	AFR	-0.16667		1.0	
ENSG00000043591	AFR	0.8		0.5	
ENSG00000047056	AFR	-1.66667		0.56044	
ENSG00000052749	AFR	-0.38843	0.8042	0.64114	0.0084
ENSG00000055950	AFR	-0.83333	0.5	1.0	1.0
ENSG00000057608	AFR	-11.0		0.05361	
ENSG00000059915	AFR	0.10938		1.0	
ENSG00000060339	AFR	-0.25		1.0	
ENSG00000062650	AFR	0.37662		0.71979	
ENSG00000065328	AFR	-3.54545	0.44444	0.00812	0.47216
ENSG00000065613	AFR	-1.75		0.39733	
ENSG00000065618	AFR	-0.10345	0.5188	0.8364	0.11479
ENSG00000065621	AFR	-2.0		0.34405	
ENSG00000065675	AFR	0.53846		0.58893	
ENSG00000065809	AFR	-2.5		0.33484	
ENSG00000066468	AFR	-1.26471	0.125	0.44628	1.0
ENSG00000067057	AFR	0.34389		0.31531	
ENSG00000067082	AFR	0.64286		0.56923	
ENSG00000068383	AFR	-1.95455	0.16667	0.39439	1.0
ENSG00000070748	AFR	0.7037	0.92857	0.17407	0.00111
ENSG00000072422	AFR	-1.5		0.28929	
ENSG00000075073	AFR	-5.125		0.02439	
ENSG00000075826	AFR	-3.0		0.0616	
ENSG00000077150	AFR	-4.0		0.19648	
ENSG00000077327	AFR	-0.14286	0.2	1.0	1.0
ENSG00000077420	AFR	0.4	0.5	1.0	0.63287
ENSG00000077943	AFR	-1.04202		0.2522	
ENSG00000078114	AFR	-1.04545		0.26092	
ENSG00000078403	AFR	0.43333		0.3985	
ENSG00000079393	AFR	-1.6	-1.1	0.3476	0.3963
ENSG00000089876	AFR	-1.88095	-0.22222	0.18726	1.0
ENSG00000095464	AFR	-3.84615	-3.5	0.07761	0.14133
ENSG00000095485	AFR	0.375	0.75	1.0	0.56488
ENSG00000095539	AFR	0.72464	0.90338	0.02243	7e-05
ENSG00000095564	AFR	0.27303		0.62028	
ENSG00000095574	AFR	-2.0		1.0	
ENSG00000095585	AFR	0.125		1.0	
ENSG00000095587	AFR	-4.14286	0.42857	0.00865	0.69719
ENSG00000095596	AFR	-0.75		1.0	
ENSG00000095627	AFR	-0.7284		0.51824	
ENSG00000095637	AFR	-0.27273	-0.14286	0.65168	0.82223
ENSG00000095713	AFR	-0.01786	0.71429	1.0	0.03134
ENSG00000095739	AFR	0.57143		1.0	
ENSG00000095777	AFR	-0.57143	-0.1	0.34509	1.0
ENSG00000095787	AFR	0.0		1.0	
ENSG00000095794	AFR	0.4	0.4	0.66992	0.66992
ENSG00000096717	AFR	-5.66667		0.12874	
ENSG00000099194	AFR	0.11111	0.33333	1.0	1.0
ENSG00000099204	AFR	-2.69231	-0.77778	0.15892	0.7026
ENSG00000099250	AFR	0.34783	0.7	0.46866	0.03553
ENSG00000099256	AFR	-12.33333		0.04739	
ENSG00000107443	AFR	0.75		0.52381	
ENSG00000107447	AFR	-11.57143		0.01918	
ENSG00000107485	AFR	-1.54545		0.62139	
ENSG00000107518	AFR	-8.45455	-1.66667	0.04658	1.0
ENSG00000107521	AFR	-1.94872	-0.66667	0.24027	0.69326
ENSG00000107537	AFR	0.2	0.5	1.0	0.65702
